projectUUID;personName;personLastName;role;externalContributor;personUUID
058ab940-9a91-4e18-a472-0f25ed203769;Rasmus Ejlers;Møgelberg;CoI;FALSE;10003d22-a201-4b64-88e3-b423bc76fcc2
0e18ed4e-6696-4060-b108-3f00b8431b89;Rasmus Ejlers;Møgelberg;PI;FALSE;10003d22-a201-4b64-88e3-b423bc76fcc2
2f5e8d53-a5c4-41a9-95b3-8478cb7376ea;Rasmus Ejlers;Møgelberg;PI;FALSE;10003d22-a201-4b64-88e3-b423bc76fcc2
3e7a5097-15b1-4f1e-b343-b06f74cc224b;Rasmus Ejlers;Møgelberg;PI;FALSE;10003d22-a201-4b64-88e3-b423bc76fcc2
45a64c9c-7b9c-40e7-966b-f524e0a23668;Rasmus Ejlers;Møgelberg;PI;FALSE;10003d22-a201-4b64-88e3-b423bc76fcc2
820953a2-9085-49f5-84eb-2b7b90f26f74;Peter;Sestoft;CoI;FALSE;0ee7ba1e-3108-4db3-a908-97977980d032
ed6bd979-6a16-4c9b-ba0c-f22b3ec3c37b;Peter;Sestoft;PI;FALSE;0ee7ba1e-3108-4db3-a908-97977980d032
b10dc8f6-0aec-47e7-91a2-60d11b9deadf;Peter;Sestoft;CoI;FALSE;0ee7ba1e-3108-4db3-a908-97977980d032
46950efa-4ab3-4646-9458-a5a6c128d967;Peter;Sestoft;CoI;FALSE;0ee7ba1e-3108-4db3-a908-97977980d032
249c41f8-3d16-4033-bfc1-695487446106;Peter;Sestoft;PI;FALSE;0ee7ba1e-3108-4db3-a908-97977980d032
97a65822-fad8-4fac-8d3d-ac14aad42b2c;Peter;Sestoft;PI;FALSE;0ee7ba1e-3108-4db3-a908-97977980d032
a34eefb4-dc7c-45b0-a60a-369c9f8c4fbc;Peter;Sestoft;PI;FALSE;0ee7ba1e-3108-4db3-a908-97977980d032
fd1bc026-6e92-4652-bb7e-7f9f8c47b4c7;Peter;Sestoft;CoI;FALSE;0ee7ba1e-3108-4db3-a908-97977980d032
7bc8f483-88e2-43a9-b774-fd908e7b2fee;Peter;Sestoft;PI;FALSE;0ee7ba1e-3108-4db3-a908-97977980d032
b501546f-657e-4455-8006-d0a5cd897749;Peter;Sestoft;CoI;FALSE;0ee7ba1e-3108-4db3-a908-97977980d032
28c482c8-3f29-4c4d-abae-c3ea636d65c1;Peter;Sestoft;PI;FALSE;0ee7ba1e-3108-4db3-a908-97977980d032
0f5d7921-6113-492b-a852-12964960abc7;Peter;Sestoft;CoI;FALSE;0ee7ba1e-3108-4db3-a908-97977980d032
890d38c5-60d4-4c00-80f7-2ed30f36b8b6;Peter;Sestoft;PI;FALSE;0ee7ba1e-3108-4db3-a908-97977980d032
0ae11a14-eed2-4bb8-a3e2-657776e7772c;Peter;Sestoft;CoI;FALSE;0ee7ba1e-3108-4db3-a908-97977980d032
8f5fad3c-1aee-432c-8ad4-77c851de79a5;Peter;Sestoft;CoI;FALSE;0ee7ba1e-3108-4db3-a908-97977980d032
445b877c-2def-4421-9ffd-1d072bdb81d2;Peter ;Sestoft;CoI;FALSE;0ee7ba1e-3108-4db3-a908-97977980d032
2ca6fcc0-4e7d-4fb9-b4cb-12e19d6338cd;Peter;Sestoft;PI;FALSE;0ee7ba1e-3108-4db3-a908-97977980d032
dc733cc9-d349-4d71-a766-e33e27e63bbc;Peter;Sestoft;CoI;FALSE;0ee7ba1e-3108-4db3-a908-97977980d032
20a8720a-ab29-4536-a64b-2d33d851280d;Peter ;Sestoft;PI;FALSE;0ee7ba1e-3108-4db3-a908-97977980d032
43106ed5-9644-4abe-adc0-b34250500c12;Peter;Sestoft;PI;FALSE;0ee7ba1e-3108-4db3-a908-97977980d032
eb843412-29ec-4b75-b260-b32631e4bfd7;Fiona Bríd ;Mulvey;CoI;FALSE;0e2c06ee-d065-4477-93e1-d5ccf2f48fec
edfaf84b-1454-431a-b02a-2394a0a4f9d9;Fiona Bríd ;Mulvey;CoI;FALSE;0e2c06ee-d065-4477-93e1-d5ccf2f48fec
17f194cc-53d3-4cd7-95ef-13587882768e;Christina Staun;Biangslev;PI;FALSE;0d90a829-12d8-4cbe-a2c5-0ba7e7ab4814
8dc6ea1f-9006-408b-9e5c-77126c827bc3;Sara Marie;Ertner;CoI;FALSE;0cc78e11-da3d-4687-a49a-76a2ba39c292
65aa23cb-27b9-4f3c-9c27-3fc07d59edf0;Sara Marie;Ertner;PI;FALSE;0cc78e11-da3d-4687-a49a-76a2ba39c292
3f6a03a7-6217-4d70-9bf5-0c229cf768f3;Sara Marie;Ertner;CoI;FALSE;0cc78e11-da3d-4687-a49a-76a2ba39c292
e9c91f24-e3ab-41a7-bdce-ac3685bd3f46;Sara Marie;Ertner;CoI;FALSE;0cc78e11-da3d-4687-a49a-76a2ba39c292
b0543225-f5d9-47e8-98e0-bd5da3e0fa4a;Eszter ;Vigh;Collaborator;FALSE;0c4bb244-feb1-49f6-b658-ba79b505f679
8e3474bc-dd89-4c0c-a84c-4c8ad3e95467;Katrine Meldgaard;Kjær;PI;FALSE;0c46864b-a7f8-4439-aeda-0781f77bfe88
0ceff908-b0cc-4033-bc28-ea4afe61db99;Hasib ;Ahsan;CoI;FALSE;0bdda5a8-b38a-4532-b9a2-e5d9a98c05a7
04ca7eda-07a3-4ceb-be18-8921e37c7d74;Hasib ;Ahsan;CoPI;FALSE;0bdda5a8-b38a-4532-b9a2-e5d9a98c05a7
692ba9a6-defc-4d0f-a278-423a6f0cfeda;Hasib ;Ahsan;CoPI;FALSE;0bdda5a8-b38a-4532-b9a2-e5d9a98c05a7
0e80f60f-45a9-4c29-a4b0-6743f238591d;Hasib ;Ahsan;CoI;FALSE;0bdda5a8-b38a-4532-b9a2-e5d9a98c05a7
c5d1965f-621e-4f0f-9071-1823ccc20fc9;Leon Y.;Xiao;PI;FALSE;0a2a2206-180b-4443-bdb7-92deba889221
7591c28f-13f6-4c81-ac92-52ffabe3c960;Asger Balle;Pedersen;PI;FALSE;09ec1bda-4550-4a83-8480-fe742d77e882
a3865971-0fd4-4ea3-b2ba-199a34b27f69;Asger Balle;Pedersen;PI;FALSE;09ec1bda-4550-4a83-8480-fe742d77e882
3ee07b88-7850-44db-b901-92943ed05508;Asger Balle;Pedersen;CoI;FALSE;09ec1bda-4550-4a83-8480-fe742d77e882
b7bb0d86-8c3c-4d0e-841c-dd0e7607ec13;Asger Balle;Pedersen;CoI;FALSE;09ec1bda-4550-4a83-8480-fe742d77e882
71dd413e-6f9d-4c36-891a-9626135d3718;Asger Balle;Pedersen;PI;FALSE;09ec1bda-4550-4a83-8480-fe742d77e882
8e1c40af-d9f7-43a2-8ddc-a946d2d5195d;Asger Balle;Pedersen;PI;FALSE;09ec1bda-4550-4a83-8480-fe742d77e882
d661f198-6385-453c-ba38-b52887d2ea9e;Asger Balle;Pedersen;PI;FALSE;09ec1bda-4550-4a83-8480-fe742d77e882
25fb9c43-f96e-48f6-adbd-d69e5fad3908;Asger Balle;Pedersen;PI;FALSE;09ec1bda-4550-4a83-8480-fe742d77e882
5658611e-8732-47e8-b193-538392ec9395;Morten Tychsen;Clausen;CoI;FALSE;09813918-f2fa-46c2-a9b1-069b140c2903
1afe974b-d602-4c5c-ab84-24ba24b7ce81;Anders Giovanni;Møller;CoI;FALSE;07251d01-c63e-448b-84f2-6e9e128ae147
c9b94a62-c80c-48b9-99f5-263d0b7907d8;Sunniva ;Sandbukt;PI;FALSE;06d038a4-f659-4c53-8a6d-58e295ab603f
46376f84-6f50-4a46-b43e-480f0dbfaf49;Sunniva ;Sandbukt;CoI;FALSE;06d038a4-f659-4c53-8a6d-58e295ab603f
6ee138d1-5e46-4b40-9023-4cf3481ef1b1;Sunniva ;Sandbukt;PI;FALSE;06d038a4-f659-4c53-8a6d-58e295ab603f
b4ef82a3-4439-407f-9af5-6fe57334e27e;Sunniva ;Sandbukt;PI;FALSE;06d038a4-f659-4c53-8a6d-58e295ab603f
e9c91f24-e3ab-41a7-bdce-ac3685bd3f46;Sunniva ;Sandbukt;CoI;FALSE;06d038a4-f659-4c53-8a6d-58e295ab603f
19d06348-ad95-4065-ad4b-8e6094c74491;Sunniva ;Sandbukt;PI;FALSE;06d038a4-f659-4c53-8a6d-58e295ab603f
9738405b-be37-404d-8f09-43865a211ec3;Arturo Valdivia;Martinez;CoI;FALSE;06b69b03-fa50-410d-a8e5-fd3da1876353
ab057d1f-e994-44ff-9f43-8bf2e07d66b2;Arturo Valdivia;Martinez;Collaborator;FALSE;06b69b03-fa50-410d-a8e5-fd3da1876353
28c482c8-3f29-4c4d-abae-c3ea636d65c1;Martin Lund;Trinhammer;CoI;FALSE;0600e907-f51e-4588-923c-9a984592580e
5c0cc9c6-9752-4e9c-9ec7-219daef07620;Jonas Haugaard;Jensen;CoI;FALSE;05788d6a-1042-4bf1-8ed7-b11224fb483e
4c04ec87-4051-4ede-a971-ff8badc270f6;Luiza Ribeiro;Marnet;CoI;FALSE;0562500c-e9cb-43cf-9641-8775d47103cc
c82f5a3b-b237-48b8-8b59-b5ef25702f02;Vasilieos-Spyridon ;Vlassis;CoI;FALSE;0537edb0-1a18-425e-8a82-c92b2882a597
92a3a94c-c825-4662-97bc-2b9d802618ea;Vasilieos-Spyridon ;Vlassis;CoI;FALSE;0537edb0-1a18-425e-8a82-c92b2882a597
6bdbc155-83c0-4139-ab79-ec3933ba3a05;Kristian Nørgaard;Jensen;CoI;FALSE;04344edd-2f02-45d5-ad45-baffe4c08898
4c04ec87-4051-4ede-a971-ff8badc270f6;Laura ;Weihl;CoI;FALSE;02fbfd2f-9290-41dc-b82e-fcc2abcd9b2a
ffff9275-aa77-4802-9790-17fad8db14b6;Mircea ;Lungu;PI;FALSE;02960d47-7677-4b2c-99d4-490a31fd6885
9f77d6e9-c0a5-4560-94ba-9451dc779f58;Mircea ;Lungu;CoI;FALSE;02960d47-7677-4b2c-99d4-490a31fd6885
61a964d6-a6c1-4364-a2b9-0c1504474ad6;Qiuyu ;Jiang;CoI;FALSE;0284519c-3320-48a2-8b0d-b4ae9351a403
b47abab8-758b-4317-be3b-a2b8fb15d820;Qiuyu ;Jiang;CoI;FALSE;0284519c-3320-48a2-8b0d-b4ae9351a403
d6e92b00-b7c2-44f7-b96f-da3e9d8c7681;Qiuyu ;Jiang;CoI;FALSE;0284519c-3320-48a2-8b0d-b4ae9351a403
19e2ba95-373f-4091-9ca6-3cef5331bacb;Qiuyu ;Jiang;CoI;FALSE;0284519c-3320-48a2-8b0d-b4ae9351a403
1b488dd3-466a-4eef-a9ce-74ccca2cb4d9;Qiuyu ;Jiang;CoI;FALSE;0284519c-3320-48a2-8b0d-b4ae9351a403
fdb81bd5-74a4-45dd-9e7f-31d7a53fedd4;Philippe;Bonnet;CoI;TRUE;
fdb81bd5-74a4-45dd-9e7f-31d7a53fedd4;Marcus;Chang;CoI;TRUE;
43e52d24-2010-4aeb-b453-c33971dc382a;Philippe;Bonnet;PI;TRUE;
43e52d24-2010-4aeb-b453-c33971dc382a;Joel Andres;Granados;CoI;TRUE;
43e52d24-2010-4aeb-b453-c33971dc382a;Javier;Gonzalez;CoI;TRUE;
8d371dc6-a3eb-43ec-93b0-116764f1db22;Rasmus;Pagh;PI;TRUE;
8d371dc6-a3eb-43ec-93b0-116764f1db22;Rasmus Resen;Amossen;CoI;TRUE;
0694dccc-b954-4680-8d26-6c8d53685d29;Jakob;Bardram;PI;TRUE;
0694dccc-b954-4680-8d26-6c8d53685d29;Neela Narayanan;Venkataraman;CoI;TRUE;
0694dccc-b954-4680-8d26-6c8d53685d29;Juan David Hincapie;Ramos;CoI;TRUE;
0694dccc-b954-4680-8d26-6c8d53685d29;Aurélien;Tabard;CoI;TRUE;
55453a09-dd3c-4254-b50c-1d6e0d281dff;Jakob;Bardram;CoI;TRUE;
55453a09-dd3c-4254-b50c-1d6e0d281dff;Raghava Rao;Mukkamala;CoI;TRUE;
55453a09-dd3c-4254-b50c-1d6e0d281dff;Jonathan;Bunde-Pedersen;CoI;TRUE;
498b8d8c-7879-407e-b867-1aee0c7aa170;Joseph Roland;Kiniry;PI;TRUE;
8097c0e5-c30a-430a-9106-e48815dc802e;Jakob;Bardram;PI;TRUE;
8097c0e5-c30a-430a-9106-e48815dc802e;Mads;Frost;CoI;TRUE;
8097c0e5-c30a-430a-9106-e48815dc802e;Afsaneh;Doryab;CoI;TRUE;
c86e7edb-8709-491c-8b10-21f4f5871e2c;Joseph Roland;Kiniry;PI;TRUE;
c86e7edb-8709-491c-8b10-21f4f5871e2c;Daniel ;Zimmerman;PI;TRUE;
ebbc254e-67ff-46a8-b14c-b70b4305141b;Joseph Roland;Kiniry;PI;TRUE;
ebbc254e-67ff-46a8-b14c-b70b4305141b;Dermot;Cochran;PI;TRUE;
55316e4c-736b-48df-9898-7e1887bb2486;Joseph Roland;Kiniry;PI;TRUE;
55316e4c-736b-48df-9898-7e1887bb2486;Josu;Martinez;PI;TRUE;
a42b0888-e444-4dd2-93c6-a157b92a7770;Joseph Roland;Kiniry;PI;TRUE;
820953a2-9085-49f5-84eb-2b7b90f26f74;Lars;Birkedal;PI;TRUE;
820953a2-9085-49f5-84eb-2b7b90f26f74;Hannes;Mehnert;CoI;TRUE;
820953a2-9085-49f5-84eb-2b7b90f26f74;Jonas Buhrkal;Jensen;CoI;TRUE;
820953a2-9085-49f5-84eb-2b7b90f26f74;Jacob Junker;Thamsborg;CoI;TRUE;
820953a2-9085-49f5-84eb-2b7b90f26f74;Filip;Sieczkowski;CoI;TRUE;
820953a2-9085-49f5-84eb-2b7b90f26f74;Hannes;Mehnert;CoI;TRUE;
820953a2-9085-49f5-84eb-2b7b90f26f74;Kasper;Svendsen;CoI;TRUE;
def5ee8f-0260-44af-b3ae-e02e5aec1605;Lars;Birkedal;PI;TRUE;
def5ee8f-0260-44af-b3ae-e02e5aec1605;Jacob Junker;Thamsborg;CoI;TRUE;
612922b8-de39-4ff6-80c5-dbfe46873ce0;Jakob;Bardram;PI;TRUE;
612922b8-de39-4ff6-80c5-dbfe46873ce0;Jonathan;Bunde-Pedersen;CoI;TRUE;
612922b8-de39-4ff6-80c5-dbfe46873ce0;Afsaneh;Doryab;CoI;TRUE;
612922b8-de39-4ff6-80c5-dbfe46873ce0;Sofiane ;Gueddana;CoI;TRUE;
94132b8e-3a13-439c-beae-73eaa2bfc6c2;Philippe;Bonnet;PI;TRUE;
94132b8e-3a13-439c-beae-73eaa2bfc6c2;Matias;Bjørling;CoI;TRUE;
94132b8e-3a13-439c-beae-73eaa2bfc6c2;Niv;Dayan;CoI;TRUE;
415160df-572d-4afb-b812-19ec0f6af6e1;Irina;Shklovski;PI;TRUE;
a5cd3c3c-d1ff-4fe6-b08e-263d51de6813;David;Basin;CoI;TRUE;
a5cd3c3c-d1ff-4fe6-b08e-263d51de6813;Adrian;Mackenzie;CoI;TRUE;
a5cd3c3c-d1ff-4fe6-b08e-263d51de6813;John;Law;CoI;TRUE;
5c75c8dc-6b67-4956-8626-37f6d8778805;Julian;Togelius;PI;TRUE;
5c75c8dc-6b67-4956-8626-37f6d8778805;Georgios;Yannakakis;CoI;TRUE;
c66417ee-9cd8-4918-b872-25574a724c2a;Jakob;Bardram;PI;TRUE;
51ac42a5-e884-400e-92a7-6f200f189499;Jørgen ;Staunstrup;PI;TRUE;
51ac42a5-e884-400e-92a7-6f200f189499;John Paulin;Hansen;CoI;TRUE;
eca259ab-ea40-4758-bbb5-6533b2c39916;Lone;Malmborg;CoI;TRUE;
eca259ab-ea40-4758-bbb5-6533b2c39916;Tomas ;Sokoler;PI;TRUE;
8dc6ea1f-9006-408b-9e5c-77126c827bc3;Lone;Malmborg;PI;TRUE;
8dc6ea1f-9006-408b-9e5c-77126c827bc3;Tomas ;Sokoler;PI;TRUE;
dc6f55b6-2134-4962-bcc0-ffe6dcb3997b;Philippe;Bonnet;PI;TRUE;
cfcf30c3-2e6c-4854-85a9-2504572752a5;Georgios;Yannakakis;PI;TRUE;
cfcf30c3-2e6c-4854-85a9-2504572752a5;Julian;Togelius;CoI;TRUE;
cfcf30c3-2e6c-4854-85a9-2504572752a5;Yun-Gyung;Cheong;CoI;TRUE;
cfcf30c3-2e6c-4854-85a9-2504572752a5;Rilla;Khaled;CoI;TRUE;
cfcf30c3-2e6c-4854-85a9-2504572752a5;Corrado;Grappiolo;CoI;TRUE;
cfcf30c3-2e6c-4854-85a9-2504572752a5;Antonios;Liapis;CoI;TRUE;
cfcf30c3-2e6c-4854-85a9-2504572752a5;Christoffer;Holmgård;CoI;TRUE;
070091f2-5713-48cd-9633-e3918315931f;Jakob;Bardram;PI;TRUE;
070091f2-5713-48cd-9633-e3918315931f;Steven;Houben;CoI;TRUE;
070091f2-5713-48cd-9633-e3918315931f;Thomas;Pederson;CoI;TRUE;
070091f2-5713-48cd-9633-e3918315931f;Shahram;Jalaliniya;CoI;TRUE;
1f0930fb-e0c4-4f6f-a76e-8c918d86fd0b;Jørgen ;Staunstrup;PI;TRUE;
1f0930fb-e0c4-4f6f-a76e-8c918d86fd0b;Peter;Lutz;PI;TRUE;
1f0930fb-e0c4-4f6f-a76e-8c918d86fd0b;Randi;Markussen;CoI;TRUE;
83ed0d7a-acf2-4908-bed1-7f047235d2fd;Georgios;Yannakakis;PI;TRUE;
0cd95d03-f132-4f54-9f5a-6da55336125a;Georgios;Yannakakis;PI;TRUE;
0cd95d03-f132-4f54-9f5a-6da55336125a;Alessandro;Canossa;PI;TRUE;
0cd95d03-f132-4f54-9f5a-6da55336125a;Rilla;Khaled;PI;TRUE;
0cd95d03-f132-4f54-9f5a-6da55336125a;Christoffer;Holmgård;CoI;TRUE;
0cd95d03-f132-4f54-9f5a-6da55336125a;Julian;Togelius;CoI;TRUE;
0cd95d03-f132-4f54-9f5a-6da55336125a;Rilla;Khaled;CoI;TRUE;
9ba6cf3a-4ac3-41b0-a77e-f8e4a9a3117e;Muhammad Ali;Babar;PI;TRUE;
02e9b18e-a36f-40c9-acd9-06ea815e7c6d;Jørgen ;Staunstrup;PI;TRUE;
02e9b18e-a36f-40c9-acd9-06ea815e7c6d;Kjell Yngve;Petersen;PI;TRUE;
22225314-e30a-47e7-b5c5-3e9e1ecdc8d3;Tomas ;Sokoler;CoI;TRUE;
22225314-e30a-47e7-b5c5-3e9e1ecdc8d3;Thomas;Pederson;CoI;TRUE;
22225314-e30a-47e7-b5c5-3e9e1ecdc8d3;Adriana Araujo;de Souza e Silva;CoI;TRUE;
22225314-e30a-47e7-b5c5-3e9e1ecdc8d3;Diako;Mardanbegi;CoI;TRUE;
a3eec805-3c21-4472-83b3-dfde1ec5a377;Frank;Pfenning;CoI;TRUE;
2ff25b7f-6d17-43d1-9f32-55982346437c;Tomas ;Sokoler;PI;TRUE;
2ff25b7f-6d17-43d1-9f32-55982346437c;Aaron;Mullane;CoI;TRUE;
2ff25b7f-6d17-43d1-9f32-55982346437c;Dag;Svanæs;CoI;TRUE;
ee36c318-11de-4301-8b75-6d6ebe121e01;Fabrizio;Montesi;CoI;TRUE;
f6d20d05-9881-45a8-b3dc-7625585ee4c9;Rasmus;Pagh;PI;TRUE;
f6d20d05-9881-45a8-b3dc-7625585ee4c9;Morten;Stöckel;CoI;TRUE;
f6d20d05-9881-45a8-b3dc-7625585ee4c9;Ninh Dang;Pham;CoI;TRUE;
0138e9a0-ad7f-434d-9594-e7597b1c3e2b;Christina;Neumayer;PI;TRUE;
ed6bd979-6a16-4c9b-ba0c-f22b3ec3c37b;David Raymond;Christiansen;CoI;TRUE;
35af1726-589d-4cd1-bbea-3fa051ef76ce;Nina;Boulus-Rødje;CoI;TRUE;
35af1726-589d-4cd1-bbea-3fa051ef76ce;Joseph Roland;Kiniry;CoI;TRUE;
35af1726-589d-4cd1-bbea-3fa051ef76ce;Randi;Markussen;CoI;TRUE;
35af1726-589d-4cd1-bbea-3fa051ef76ce;Daniel;Gustafsson;CoI;TRUE;
35af1726-589d-4cd1-bbea-3fa051ef76ce;Jian;Wang;CoI;TRUE;
35af1726-589d-4cd1-bbea-3fa051ef76ce;Anne Kathrine Pihl;Vadgaard;CoI;TRUE;
35af1726-589d-4cd1-bbea-3fa051ef76ce;Agata Anna;Murawska;CoI;TRUE;
35af1726-589d-4cd1-bbea-3fa051ef76ce;Peter Brottveit;Bock;CoI;TRUE;
8cc58f09-1f41-458e-a3a3-f266e1ea62e9;Lars;Birkedal;PI;TRUE;
8cc58f09-1f41-458e-a3a3-f266e1ea62e9;Ales;Bizjak;CoI;TRUE;
8b8aa3f9-bc17-42c5-9a59-c48f17799881;Casper Bruun;Jensen;PI;TRUE;
85a633e3-4ceb-452b-9870-52e2f69289d5;Tijs;Slaats;PI;TRUE;
315e4871-b891-4423-a4d2-e754d7a843ea;John Paulin;Hansen;PI;TRUE;
2bbc8b50-82a7-4543-9e8a-be4890c1c108;Lisbeth;Klastrup;PI;TRUE;
96a6bce3-9ace-4be7-a5df-c2b7836aea43;Irina;Shklovski;PI;TRUE;
52636f43-4fb0-43ed-8c56-b644ddd62be9;Jakob;Bardram;PI;TRUE;
52636f43-4fb0-43ed-8c56-b644ddd62be9;Pernille;Bjørn;CoI;TRUE;
52636f43-4fb0-43ed-8c56-b644ddd62be9;Muhammad Ali;Babar;CoI;TRUE;
52636f43-4fb0-43ed-8c56-b644ddd62be9;Aufeef;Chauhan;CoI;TRUE;
52636f43-4fb0-43ed-8c56-b644ddd62be9;Morten;Esbensen;CoI;TRUE;
52636f43-4fb0-43ed-8c56-b644ddd62be9;Rasmus Eskild;Jensen;CoI;TRUE;
52636f43-4fb0-43ed-8c56-b644ddd62be9;Stina;Matthiesen;CoI;TRUE;
52636f43-4fb0-43ed-8c56-b644ddd62be9;Steven;Jeuris;CoI;TRUE;
52636f43-4fb0-43ed-8c56-b644ddd62be9;Mansooreh;Zahedi;CoI;TRUE;
52636f43-4fb0-43ed-8c56-b644ddd62be9;Rasmus Eskild;Jensen;CoI;TRUE;
52636f43-4fb0-43ed-8c56-b644ddd62be9;Rosalba;Giuffrida;PI;TRUE;
eac60df9-3b9b-4910-9700-2d23d577e728;Lei;Song;CoI;TRUE;
eac60df9-3b9b-4910-9700-2d23d577e728;Louis-Marie;Traonouez;CoI;TRUE;
eac60df9-3b9b-4910-9700-2d23d577e728;Fabrizio;Biondi;CoI;TRUE;
13537467-eee8-4756-af4a-0c04d42666fb;Dario;Pacino;CoI;TRUE;
1b24e063-c479-47e0-a8c1-47c039848a85;Charge Nurse Ole;Henriksen;CoI;TRUE;
1b24e063-c479-47e0-a8c1-47c039848a85;Søren;Lippert;CoI;TRUE;
1b24e063-c479-47e0-a8c1-47c039848a85;Shangjin;Xu;CoI;TRUE;
1b24e063-c479-47e0-a8c1-47c039848a85;Kostas;Pantazos;CoI;TRUE;
1b24e063-c479-47e0-a8c1-47c039848a85;Mohammad Amin;Kuhail;CoI;TRUE;
abe67227-b89c-4906-b63f-4d4f3870666b;Pernille;Bjørn;PI;TRUE;
4f709a71-18d5-4a90-9b77-675fa6dcee65;Nanna;Holdgaard;PI;TRUE;
9bf034c6-728d-4527-89dc-c8ba689c0cee;Kevin;Tierney;CoI;TRUE;
19e3b064-21f8-47c1-8b9d-f531323964d4;Thorsten;Berger;CoI;TRUE;
19e3b064-21f8-47c1-8b9d-f531323964d4;Alexandru Florin;Iosif-Laz_r;CoI;TRUE;
19e3b064-21f8-47c1-8b9d-f531323964d4;Raghava Rao;Mukkamala;CoI;TRUE;
19e3b064-21f8-47c1-8b9d-f531323964d4;Aleksandar;Dimovski;CoI;TRUE;
a2a761b8-5d11-443d-91a7-c1fcce59bbbf;Brit Ross;Winthereik;PI;TRUE;
a2a761b8-5d11-443d-91a7-c1fcce59bbbf;Laura;Watts;CoI;TRUE;
1360e564-b050-41ec-b091-f87c6fdfa3ce;Georgios;Yannakakis;PI;TRUE;
1360e564-b050-41ec-b091-f87c6fdfa3ce;Julian;Togelius;PI;TRUE;
1360e564-b050-41ec-b091-f87c6fdfa3ce;Alessandro;Canossa;PI;TRUE;
b20bd2bf-be76-4373-b1c3-9266f4826ee7;Jakob;Bardram;PI;TRUE;
a23aa47f-1463-4103-9b6c-f4632823fa04;Tomas ;Sokoler;CoI;TRUE;
713351fe-d5ca-446f-924c-dc08cb9d0f73;Georgios;Yannakakis;CoI;TRUE;
862e99fb-8f4d-4692-8a13-86475361d120;John Paulin;Hansen;CoI;TRUE;
baaacdcd-40b8-4d34-9f9f-a885bcd6ebb0;Iago;Abal;CoI;TRUE;
baaacdcd-40b8-4d34-9f9f-a885bcd6ebb0;Raghava Rao;Mukkamala;CoI;TRUE;
baaacdcd-40b8-4d34-9f9f-a885bcd6ebb0;Ahmad Salim;Al-Sibahi;CoI;TRUE;
baaacdcd-40b8-4d34-9f9f-a885bcd6ebb0;Aleksandar;Dimovski;CoI;TRUE;
baaacdcd-40b8-4d34-9f9f-a885bcd6ebb0;Alexandru Florin;Iosif-Laz_r;CoI;TRUE;
799a3f33-d0dc-4ee6-a1d9-e697f5e9b7c7;Bjarki;Valtysson;CoI;TRUE;
0eb1f00e-9fbf-4ffa-9e8b-47b5c4c34b25;Athina;Markopoulou;PI;TRUE;
eadbf729-3f6a-47a9-9470-5938e65174f9;Thomas;Pederson;PI;TRUE;
3e165725-56f9-4ad8-b2de-0d98d6dc25e8;Pernille;Kræmmergaard;PI;TRUE;
3e165725-56f9-4ad8-b2de-0d98d6dc25e8;Richard;Ling;CoI;TRUE;
a69e8631-d120-4068-91d3-7e3fead61864;Gry;Bauer;CoI;TRUE;
4a5fe21c-a2d9-426a-bdb0-524a2754e75d;Rasmus;Pagh;PI;TRUE;
4a5fe21c-a2d9-426a-bdb0-524a2754e75d;Tobias Lybecker;Christiani;CoI;TRUE;
4a5fe21c-a2d9-426a-bdb0-524a2754e75d;Ninh Dang;Pham;CoI;TRUE;
4a5fe21c-a2d9-426a-bdb0-524a2754e75d;Alexander;Faithfull;CoI;TRUE;
4a5fe21c-a2d9-426a-bdb0-524a2754e75d;Francesco;Silvestri;CoI;TRUE;
4a5fe21c-a2d9-426a-bdb0-524a2754e75d;Jesper With;Mikkelsen;CoI;TRUE;
4a5fe21c-a2d9-426a-bdb0-524a2754e75d;Johan von Tangen;Sivertsen;CoI;TRUE;
4a5fe21c-a2d9-426a-bdb0-524a2754e75d;Matthew;Skala;CoI;TRUE;
4a5fe21c-a2d9-426a-bdb0-524a2754e75d;Matteo;Ceccarello;CoI;TRUE;
4a5fe21c-a2d9-426a-bdb0-524a2754e75d;Remy;Themsen;CoI;TRUE;
4a5fe21c-a2d9-426a-bdb0-524a2754e75d;Samuel;McCauley;CoI;TRUE;
4a5fe21c-a2d9-426a-bdb0-524a2754e75d;Thomas Dybdahl;Ahle;CoI;TRUE;
b10dc8f6-0aec-47e7-91a2-60d11b9deadf;Lars;Birkedal;CoI;TRUE;
b10dc8f6-0aec-47e7-91a2-60d11b9deadf;Alexander;Faithfull;CoI;TRUE;
a075adc0-abb3-430c-8035-95fc7a8b8250;Debra Ann;Howcroft;CoI;TRUE;
a075adc0-abb3-430c-8035-95fc7a8b8250;Helen Ruth;Verran;CoI;TRUE;
cb8996d1-e7e2-443d-8bc5-4225476b21eb;John Paulin;Hansen;PI;TRUE;
cb8996d1-e7e2-443d-8bc5-4225476b21eb;Dan;Lessin;CoI;TRUE;
cb8996d1-e7e2-443d-8bc5-4225476b21eb;Florian;Biermann;CoI;TRUE;
31342706-ad62-4319-9863-be5a302e65cd;Susana;Tosca;PI;TRUE;
190c1b56-5561-4a2a-88e1-d4aab076ddff;Lone;Malmborg;PI;TRUE;
190c1b56-5561-4a2a-88e1-d4aab076ddff;Tomas ;Sokoler;CoI;TRUE;
190c1b56-5561-4a2a-88e1-d4aab076ddff;Valeria;Borsotti;CoI;TRUE;
