paperUUID,personUUID,personName,personLastname,externalContributor,role
fb19071d-d057-4891-ab26-41a6be6eeafe,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Oliver,Krancher,false,Author
fb19071d-d057-4891-ab26-41a6be6eeafe,,Pascal,Luther,true,Author
fb19071d-d057-4891-ab26-41a6be6eeafe,,Marc,Jost,true,Author
9faebd0e-5d15-4911-baf7-8e18c17f7b5a,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Oliver,Krancher,false,Author
9faebd0e-5d15-4911-baf7-8e18c17f7b5a,,Matthias,Stürmer,true,Author
bbb5acd9-9337-44a6-8496-f41e8c501d56,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Oliver,Krancher,false,Author
bbb5acd9-9337-44a6-8496-f41e8c501d56,,Matthias,Stürmer,true,Author
5ee57cd4-8d09-4f5f-bfb6-6a6d1afe7415,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Oliver,Krancher,false,Author
5ee57cd4-8d09-4f5f-bfb6-6a6d1afe7415,,Julia,Kotlarsky,true,Author
5ee57cd4-8d09-4f5f-bfb6-6a6d1afe7415,,Ilan,Oshri,true,Author
5ee57cd4-8d09-4f5f-bfb6-6a6d1afe7415,,Jens,Dibbern,true,Author
0d341240-3d36-4310-980b-d1e1d7e33052,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Oliver,Krancher,false,Author
0d341240-3d36-4310-980b-d1e1d7e33052,,Matthias,Stürmer,true,Author
3afe18a6-cb85-4d1d-b998-00f6e3e6fdea,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Oliver,Krancher,false,Author
3afe18a6-cb85-4d1d-b998-00f6e3e6fdea,,Jens,Dibbern,true,Author
e72e1295-956a-4b85-b909-83de87d9d2bb,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Oliver,Krancher,false,Author
e72e1295-956a-4b85-b909-83de87d9d2bb,,Thomas,Huber,true,Author
e72e1295-956a-4b85-b909-83de87d9d2bb,,Jens,Dibbern,true,Author
031534ea-0282-4a37-88f3-c3e77b9671a1,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Oliver,Krancher,false,Author
031534ea-0282-4a37-88f3-c3e77b9671a1,,Pascal,Luther,true,Author
7592acbf-ec81-40fa-980d-9e12c0313458,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Oliver,Krancher,false,Author
7592acbf-ec81-40fa-980d-9e12c0313458,,Sandra,Slaughter,true,Author
a46f6d9c-575f-4424-a295-116f41129851,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Oliver,Krancher,false,Author
a46f6d9c-575f-4424-a295-116f41129851,,Jens,Dibbern,true,Author
0a1c6652-73ed-49cd-8547-7a1f3e6ced4f,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Oliver,Krancher,false,Author
cdd2b993-4ce3-44a9-9937-31ee83615c32,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Oliver,Krancher,false,Author
1c7f8ea9-2194-4e91-8aed-eeab50322500,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Oliver,Krancher,false,Author
e5287e6e-8c71-4091-aa0c-543475141187,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Oliver,Krancher,false,Author
e5287e6e-8c71-4091-aa0c-543475141187,,Jens,Dibbern,true,Author
e5287e6e-8c71-4091-aa0c-543475141187,,Paul,Meyer,true,Author
aad68d5f-078e-485d-a244-bdb81864e58a,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Oliver,Krancher,false,Author
aad68d5f-078e-485d-a244-bdb81864e58a,,Ilan,Oshri,true,Author
aad68d5f-078e-485d-a244-bdb81864e58a,,Julia,Kotlarsky,true,Author
aad68d5f-078e-485d-a244-bdb81864e58a,,Jens,Dibbern,true,Author
1576ec27-e157-4970-abfb-8fbc072d3d5a,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Oliver,Krancher,false,Author
1576ec27-e157-4970-abfb-8fbc072d3d5a,,Jens,Dibbern,true,Author
1576ec27-e157-4970-abfb-8fbc072d3d5a,,Paul,Meyer,true,Author
38f31d93-60af-436d-a97b-c5190bc3cc11,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Oliver,Krancher,false,Author
adafe546-ed56-4012-a36a-cad8c27ac21c,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Oliver,Krancher,false,Author
d1fe77f9-ac95-4904-84bc-1eebdabc9a62,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Oliver,Krancher,false,Author
d1fe77f9-ac95-4904-84bc-1eebdabc9a62,,Ilan,Oshri,true,Author
d1fe77f9-ac95-4904-84bc-1eebdabc9a62,,Julia,Kotlarsky,true,Author
d1fe77f9-ac95-4904-84bc-1eebdabc9a62,,Jens,Dibbern,true,Author
d1b4479b-ca72-4496-8e78-adda3b4b8346,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Oliver,Krancher,false,Author
d1b4479b-ca72-4496-8e78-adda3b4b8346,74a08deb-18e1-48d0-a86e-ed6675da92ab,Christian,Østergaard Madsen,false,Author
d1b4479b-ca72-4496-8e78-adda3b4b8346,,Adam,Alami,true,Author
d1b4479b-ca72-4496-8e78-adda3b4b8346,,Connie,Petersson,false,Author
7f1a758a-6078-4ac9-80f5-48869b8b30e2,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Oliver,Krancher,false,Author
7f1a758a-6078-4ac9-80f5-48869b8b30e2,,Rajiv,Sabherwal,true,Author
7f1a758a-6078-4ac9-80f5-48869b8b30e2,,Ilan,Oshri,true,Author
7f1a758a-6078-4ac9-80f5-48869b8b30e2,,Julia,Kotlarsky,true,Author
afde28d4-5c50-41b1-8bfa-ee8680529b87,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Oliver,Krancher,false,Author
afde28d4-5c50-41b1-8bfa-ee8680529b87,,Christina Staun,Biangslev,true,Author
d30c2c90-7d9e-4db6-9b8d-f0de7151bae9,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Oliver,Krancher,false,Author
d30c2c90-7d9e-4db6-9b8d-f0de7151bae9,,Ilan,Oshri,true,Author
d30c2c90-7d9e-4db6-9b8d-f0de7151bae9,,Julia,Kotlarsky,true,Author
80bd5d83-8460-4c61-9729-4a57033c66fe,f14f4742-c9d8-4a34-b8e2-d713c3a1f437,Oliver,Krancher,false,Author
80bd5d83-8460-4c61-9729-4a57033c66fe,,Per Rådberg,Nagbøl,false,Author
80bd5d83-8460-4c61-9729-4a57033c66fe,,Oliver,Müller,true,Author
27b3262c-5dce-48fe-af77-ea129ad8c9bd,,Johann,Kranz,true,Author
27b3262c-5dce-48fe-af77-ea129ad8c9bd,,Roman,Zeiss,true,Author
27b3262c-5dce-48fe-af77-ea129ad8c9bd,,Roman,Beck,false,Author
27b3262c-5dce-48fe-af77-ea129ad8c9bd,,Roya,Gholami,true,Author
27b3262c-5dce-48fe-af77-ea129ad8c9bd,,Saonee,Sarker,true,Author
27b3262c-5dce-48fe-af77-ea129ad8c9bd,,Richard T.,Watson,true,Author
27b3262c-5dce-48fe-af77-ea129ad8c9bd,,Edgar A.,Whitley,true,Author
0fb891d5-314c-459f-bd9b-99014fc9c227,,Johann,Kranz,true,Author
0fb891d5-314c-459f-bd9b-99014fc9c227,,Roman,Zeiss,true,Author
0fb891d5-314c-459f-bd9b-99014fc9c227,,Roman,Beck,false,Author
0fb891d5-314c-459f-bd9b-99014fc9c227,,Roya,Gholami,true,Author
0fb891d5-314c-459f-bd9b-99014fc9c227,,Saonee,Sarker,true,Author
0fb891d5-314c-459f-bd9b-99014fc9c227,,Richard T.,Watson,true,Author
0fb891d5-314c-459f-bd9b-99014fc9c227,,Edgar A.,Whitley,true,Author
be0323b9-e678-4417-b402-f19d96aaae2e,,Sebastian,Krieter,true,Author
be0323b9-e678-4417-b402-f19d96aaae2e,,Rahel,Arens,true,Author
be0323b9-e678-4417-b402-f19d96aaae2e,,Michael,Nieke,false,Author
be0323b9-e678-4417-b402-f19d96aaae2e,,Chico,Sundermann,true,Author
be0323b9-e678-4417-b402-f19d96aaae2e,,Tobias,Heß,true,Author
be0323b9-e678-4417-b402-f19d96aaae2e,,Thomas,Thüm,true,Author
be0323b9-e678-4417-b402-f19d96aaae2e,fda8c630-1b0a-4910-ae2a-602850616275,Christoph,Seidl,false,Author
4b5c312e-6f05-4376-b8ae-a400a72a36c3,,Chiara,Krisam,true,Author
4b5c312e-6f05-4376-b8ae-a400a72a36c3,,Heike,Dietmann,true,Author
4b5c312e-6f05-4376-b8ae-a400a72a36c3,,Melanie,Volkamer,true,Author
4b5c312e-6f05-4376-b8ae-a400a72a36c3,1dbd1112-eb47-4406-936c-6807e8845610,Oksana,Kulyk,false,Author
019dbff2-f7a5-430f-917b-85e22076800e,,Amrith,Krishna,false,Author
019dbff2-f7a5-430f-917b-85e22076800e,,Vishnu Dutt ,Sharma,true,Author
019dbff2-f7a5-430f-917b-85e22076800e,,Bishal,Santra,true,Author
019dbff2-f7a5-430f-917b-85e22076800e,,Aishik,Chakraborty,true,Author
019dbff2-f7a5-430f-917b-85e22076800e,,Pavankumar,Satuluri,true,Author
019dbff2-f7a5-430f-917b-85e22076800e,,Pawan,Goyal,true,Author
fbed4e89-2157-49e0-a6c3-30f9c34a9058,,Amrith,Krishna,false,Author
fbed4e89-2157-49e0-a6c3-30f9c34a9058,,Shiv ,Vidhyut,true,Author
fbed4e89-2157-49e0-a6c3-30f9c34a9058,,Dilpreet,Chawla,true,Author
fbed4e89-2157-49e0-a6c3-30f9c34a9058,,Sruti,Sambhavi,true,Author
fbed4e89-2157-49e0-a6c3-30f9c34a9058,,Pawan,Goyal,true,Author
c8ad0f99-92d7-47b2-a450-28dfdcbadf6c,,Amrith,Krishna,false,Author
6e16d3b8-3c19-4987-8506-7ccc4f498be4,,F,Krishnabhakdi-Vasilakis,true,Author
6e16d3b8-3c19-4987-8506-7ccc4f498be4,,A,Lawson,true,Author
6e16d3b8-3c19-4987-8506-7ccc4f498be4,,T,Wray,true,Author
6e16d3b8-3c19-4987-8506-7ccc4f498be4,,P,Goodall,true,Author
6e16d3b8-3c19-4987-8506-7ccc4f498be4,,Peter,Eklund,false,Author
71a305a0-5b64-11de-8664-000ea68e967b,,Neelakantan R.,Krishnaswami,true,Author
71a305a0-5b64-11de-8664-000ea68e967b,,Jonathan,Aldrich,true,Author
71a305a0-5b64-11de-8664-000ea68e967b,,Lars,Birkedal,false,Author
71a305a0-5b64-11de-8664-000ea68e967b,,Kasper,Svendsen,false,Author
71a305a0-5b64-11de-8664-000ea68e967b,,Alexandre,Buisse,false,Author
c34b4887-8b4f-46a2-aeae-f9b2e2e695e0,,N.,Krishnaswami,true,Author
c34b4887-8b4f-46a2-aeae-f9b2e2e695e0,,Lars,Birkedal,false,Author
c34b4887-8b4f-46a2-aeae-f9b2e2e695e0,,J. ,Aldrich,true,Author
40c7a9b8-5a08-4b25-a0ec-224b94c825d4,,Nete Nørgaard,Kristensen,true,Author
40c7a9b8-5a08-4b25-a0ec-224b94c825d4,,Unni,From,true,Author
40c7a9b8-5a08-4b25-a0ec-224b94c825d4,,Aske,Kammer,false,Author
4f546298-469b-429e-b029-13d5f25e23b6,,Nete Nørgaard,Kristensen,true,Author
4f546298-469b-429e-b029-13d5f25e23b6,,Helle Kannik,Haastrup,true,Author
4f546298-469b-429e-b029-13d5f25e23b6,,Nanna,Holdgaard,false,Author
53485f37-441b-42c4-aadb-3bed8975b104,,Jeppe Theiss,Kristensen,false,Author
53485f37-441b-42c4-aadb-3bed8975b104,cf5e1d64-5489-4534-ba34-8dba5fd354a6,Paolo,Burelli,false,Author
0ac5f325-7672-47b3-9155-60527ae15661,,Jeppe Theiss,Kristensen,false,Author
0ac5f325-7672-47b3-9155-60527ae15661,cf5e1d64-5489-4534-ba34-8dba5fd354a6,Paolo,Burelli,false,Author
00e4b270-e1e6-4b80-9752-30103614f7b4,,Jeppe Theiss,Kristensen,false,Author
00e4b270-e1e6-4b80-9752-30103614f7b4,,Arturo,Valdivia,true,Author
00e4b270-e1e6-4b80-9752-30103614f7b4,cf5e1d64-5489-4534-ba34-8dba5fd354a6,Paolo,Burelli,false,Author
469ec823-eb1d-43ec-b77c-8969371865f3,,Jeppe Theiss,Kristensen,false,Author
469ec823-eb1d-43ec-b77c-8969371865f3,cf5e1d64-5489-4534-ba34-8dba5fd354a6,Paolo,Burelli,false,Author
469ec823-eb1d-43ec-b77c-8969371865f3,,Arturo,Valdivia,true,Author
74f074f4-8d80-454c-b05a-7c3afcff1d8e,,Jeppe Theiss,Kristensen,false,Author
74f074f4-8d80-454c-b05a-7c3afcff1d8e,,Christian,Guckelsberger,true,Author
74f074f4-8d80-454c-b05a-7c3afcff1d8e,cf5e1d64-5489-4534-ba34-8dba5fd354a6,Paolo,Burelli,false,Author
74f074f4-8d80-454c-b05a-7c3afcff1d8e,,Perttu,Hämäläinen,true,Author
67ea5bcd-daf9-4f77-b2f0-5519c55900a1,,Jeppe Theiss,Kristensen,false,Author
67ea5bcd-daf9-4f77-b2f0-5519c55900a1,cf5e1d64-5489-4534-ba34-8dba5fd354a6,Paolo,Burelli,false,Author
5a4e8bf3-158b-420f-9edb-163d8f9a1f70,,Magnus Baunsgaard,Kristensen,false,Author
5a4e8bf3-158b-420f-9edb-163d8f9a1f70,10003d22-a201-4b64-88e3-b423bc76fcc2,Rasmus Ejlers,Møgelberg,false,Author
5a4e8bf3-158b-420f-9edb-163d8f9a1f70,,Andrea,Vezzosi,false,Author
bd84c92b-35a3-45b5-978b-5be913169114,,Magnus Baunsgaard,Kristensen,false,Author
d8d9a785-6f2a-4a48-a404-70ac05be0fb1,,Jeppe Theiss,Kristensen,false,Author
d1460d41-220d-4d9d-beee-fe6c69e37fac,,Erik,Kristiansen,true,Author
d1460d41-220d-4d9d-beee-fe6c69e37fac,79ebe3ed-0527-4160-9af6-be0b0853b00e,Jan,Pries-Heje,false,Author
d1460d41-220d-4d9d-beee-fe6c69e37fac,,Richard,Baskerville,true,Author
73bdc3b1-ff2f-4547-bcf0-9feb2aa022de,,Nynne Grauslund,Kristiansen,true,Author
73bdc3b1-ff2f-4547-bcf0-9feb2aa022de,e175684d-abc3-4ee4-9a12-af6c611e47c0,Sebastian Mateos,Nicolajsen,false,Author
73bdc3b1-ff2f-4547-bcf0-9feb2aa022de,47a94200-3abe-4354-b5e3-c8ef6f1ba1f2,Claus,Brabrand,false,Author
4dd26dd5-00a3-4079-aee4-0870ec842bf6,,Nynne Grauslund,Kristiansen,true,Author
4dd26dd5-00a3-4079-aee4-0870ec842bf6,e175684d-abc3-4ee4-9a12-af6c611e47c0,Sebastian Mateos,Nicolajsen,false,Author
4dd26dd5-00a3-4079-aee4-0870ec842bf6,47a94200-3abe-4354-b5e3-c8ef6f1ba1f2,Claus,Brabrand,false,Author
385c3c05-30a7-41f2-b9ad-7c0553dd8c60,,Lea,Krivaa,true,Author
385c3c05-30a7-41f2-b9ad-7c0553dd8c60,90b501a9-4d44-460b-b193-4d7d524bb21b,Michele,Coscia,false,Author
4ba95626-43ab-44ce-90f7-32cdecafd77b,,Alexandre ,Krivoulets,true,Author
f8cf7f1e-0c7a-4758-8c3e-a7fdcbcda259,,Alexandre ,Krivoulets,true,Author
d2cbc67e-ed95-467b-8966-ede48fbf1d75,,Christian,Kroer,true,Author
d2cbc67e-ed95-467b-8966-ede48fbf1d75,,Martin Kjær,Svendsen,false,Author
d2cbc67e-ed95-467b-8966-ede48fbf1d75,4d7fda5a-3cf4-4d39-9daf-1ae192b0e0e7,Rune Møller,Jensen,false,Author
d2cbc67e-ed95-467b-8966-ede48fbf1d75,,Joseph Roland,Kiniry,false,Author
d2cbc67e-ed95-467b-8966-ede48fbf1d75,,Eilif,Leknes,true,Author
d82e5256-b462-4a1d-bb79-88231a34a00e,,Sofie,Krogh Bønlykke,true,Author
d82e5256-b462-4a1d-bb79-88231a34a00e,,Kamma,Amalie Lind Madsen,true,Author
d82e5256-b462-4a1d-bb79-88231a34a00e,3ad26d6b-4619-4a9f-a1b6-8424aab1dd52,Tom,Jenkins,false,Author
a1881a58-c2f1-49ae-b21c-179f0854feab,,Martin,Kroon,true,Author
a1881a58-c2f1-49ae-b21c-179f0854feab,,Masha ,Medvedeva,true,Author
a1881a58-c2f1-49ae-b21c-179f0854feab,f073ebac-704d-4236-9206-d1d2ef2be9c3,Barbara,Plank,false,Author
77d2e556-b99e-48c8-bd4c-c30283b16ea5,,Luisa,Kruse,true,Author
77d2e556-b99e-48c8-bd4c-c30283b16ea5,,Nico,Wunderlich,false,Author
77d2e556-b99e-48c8-bd4c-c30283b16ea5,,Roman,Beck,false,Author
871a0302-dfcd-44f1-9310-e08410cb3b1e,,Alexander,Krusina,true,Author
871a0302-dfcd-44f1-9310-e08410cb3b1e,,Oscar,Chen,true,Author
871a0302-dfcd-44f1-9310-e08410cb3b1e,,Lucia Otero,Varela,true,Author
871a0302-dfcd-44f1-9310-e08410cb3b1e,,Chelsea,Doktorchik,true,Author
871a0302-dfcd-44f1-9310-e08410cb3b1e,,Vince,Avati,true,Author
871a0302-dfcd-44f1-9310-e08410cb3b1e,2575c800-642d-4984-9c56-41601cf07a26,Søren,Knudsen,false,Author
871a0302-dfcd-44f1-9310-e08410cb3b1e,,Danielle,Southern,true,Author
871a0302-dfcd-44f1-9310-e08410cb3b1e,,Cathy,Eastwood,true,Author
871a0302-dfcd-44f1-9310-e08410cb3b1e,,Nishan,Sharma,true,Author
871a0302-dfcd-44f1-9310-e08410cb3b1e,,Tyler,Williamson,true,Author
7c5e939d-81ea-4fa5-8beb-a808f88686bd,,Maurice,Kügler,true,Author
7c5e939d-81ea-4fa5-8beb-a808f88686bd,,Sven,Dittes,true,Author
7c5e939d-81ea-4fa5-8beb-a808f88686bd,,Stefan,Smolnik,true,Author
7c5e939d-81ea-4fa5-8beb-a808f88686bd,,Alexander,Richter,true,Author
ad7fe37d-c52d-4f19-a03c-31279493405d,,Mohammad Amin,Kuhail,false,Author
ad7fe37d-c52d-4f19-a03c-31279493405d,ea6d10cf-6bb5-4414-8966-f1ed2591f794,Søren,Lauesen,false,Author
d8eb1e8f-538f-43f2-97bb-b232646290d2,,Mohammad Amin,Kuhail,false,Author
d8eb1e8f-538f-43f2-97bb-b232646290d2,,Kostas,Pantazos,false,Author
d8eb1e8f-538f-43f2-97bb-b232646290d2,ea6d10cf-6bb5-4414-8966-f1ed2591f794,Søren,Lauesen,false,Author
4f38ee1b-a4e6-4929-86fb-8baaa54b7d34,,Mohammad Amin,Kuhail,false,Author
4f38ee1b-a4e6-4929-86fb-8baaa54b7d34,ea6d10cf-6bb5-4414-8966-f1ed2591f794,Søren,Lauesen,false,Author
d21346e8-c3f1-4be3-8b30-a8ca111dbe71,,Mohammad Amin,Kuhail,false,Author
0ca36e3f-44d6-4a63-8629-6e8510349c87,7d7aa141-f716-4165-a057-f49e3f5d5b1e,Lena,Kühn,false,Author
0ca36e3f-44d6-4a63-8629-6e8510349c87,,Charlotte,Hermann,true,Author
0ca36e3f-44d6-4a63-8629-6e8510349c87,25a5a0d6-404b-419c-9502-b246525617a2,Laurens,Boer,false,Author
ded5b5ed-01c7-4c36-a207-212a1efc1f7b,7d7aa141-f716-4165-a057-f49e3f5d5b1e,Lena,Kühn,false,Author
ded5b5ed-01c7-4c36-a207-212a1efc1f7b,25a5a0d6-404b-419c-9502-b246525617a2,Laurens,Boer,false,Author
ded5b5ed-01c7-4c36-a207-212a1efc1f7b,d37cba38-dff2-4c27-a515-226cfadfd849,Jonas,Fritsch,false,Author
0c5727b1-efbd-4d13-8601-9242c96a06fd,,Marco,Kuhrmann,true,Author
0c5727b1-efbd-4d13-8601-9242c96a06fd,,Philipp,Diebold,true,Author
0c5727b1-efbd-4d13-8601-9242c96a06fd,,Jürgen,Münch,true,Author
0c5727b1-efbd-4d13-8601-9242c96a06fd,2b8ff3a4-e9b0-403d-8bd8-1bf26121c234,Paolo,Tell,false,Author
0c5727b1-efbd-4d13-8601-9242c96a06fd,,Vahid,Garousi,true,Author
0c5727b1-efbd-4d13-8601-9242c96a06fd,,Michael,Felderer,true,Author
0c5727b1-efbd-4d13-8601-9242c96a06fd,,Kitija,Trektere,true,Author
0c5727b1-efbd-4d13-8601-9242c96a06fd,,Fergal,McCaffery,true,Author
0c5727b1-efbd-4d13-8601-9242c96a06fd,,Oliver,Linssen,true,Author
0c5727b1-efbd-4d13-8601-9242c96a06fd,,Eckhart,Hanser,true,Author
0c5727b1-efbd-4d13-8601-9242c96a06fd,,Christian,Prause,true,Author
b3a77171-fdb9-4ee8-a8a7-d84341dd6a42,,Marco,Kuhrmann,true,Author
b3a77171-fdb9-4ee8-a8a7-d84341dd6a42,,Philipp,Diebold,true,Author
b3a77171-fdb9-4ee8-a8a7-d84341dd6a42,,Jürgen,Münch,true,Author
b3a77171-fdb9-4ee8-a8a7-d84341dd6a42,2b8ff3a4-e9b0-403d-8bd8-1bf26121c234,Paolo,Tell,false,Author
c4c392e6-43ed-4065-9227-062a0fd21138,,Marco,Kuhrmann,true,Author
c4c392e6-43ed-4065-9227-062a0fd21138,,Philipp,Diebold,true,Author
c4c392e6-43ed-4065-9227-062a0fd21138,,Jürgen,Münch,true,Author
c4c392e6-43ed-4065-9227-062a0fd21138,2b8ff3a4-e9b0-403d-8bd8-1bf26121c234,Paolo,Tell,false,Author
c4c392e6-43ed-4065-9227-062a0fd21138,,Vahid,Garousi,true,Author
c4c392e6-43ed-4065-9227-062a0fd21138,,Michael,Felderer,true,Author
c4c392e6-43ed-4065-9227-062a0fd21138,,Kitija,Trektere,true,Author
c4c392e6-43ed-4065-9227-062a0fd21138,,Fergal,McCaffery,true,Author
c4c392e6-43ed-4065-9227-062a0fd21138,,Oliver,Linssen,true,Author
c4c392e6-43ed-4065-9227-062a0fd21138,,Eckhart,Hanser,true,Author
c4c392e6-43ed-4065-9227-062a0fd21138,,Christian,Prause,true,Author
15511540-0b44-4691-87be-ddd765ee6d6d,,Marco,Kuhrmann,true,Author
15511540-0b44-4691-87be-ddd765ee6d6d,,Jürgen,Münch,true,Author
15511540-0b44-4691-87be-ddd765ee6d6d,2b8ff3a4-e9b0-403d-8bd8-1bf26121c234,Paolo,Tell,false,Author
15511540-0b44-4691-87be-ddd765ee6d6d,,Philipp,Diebold,true,Author
64c83607-c69d-4e9a-80c9-d34c25ec8366,,Marco,Kuhrmann,true,Author
64c83607-c69d-4e9a-80c9-d34c25ec8366,,J.,Nakatumba-Nabende,true,Author
64c83607-c69d-4e9a-80c9-d34c25ec8366,51cfa226-5179-4a05-aa13-4a53f8de6404,Helge R.,Pfeiffer,false,Author
64c83607-c69d-4e9a-80c9-d34c25ec8366,2b8ff3a4-e9b0-403d-8bd8-1bf26121c234,P.,Tell,false,Author
64c83607-c69d-4e9a-80c9-d34c25ec8366,,Jil,Klünder,true,Author
64c83607-c69d-4e9a-80c9-d34c25ec8366,,T.,Conte,true,Author
64c83607-c69d-4e9a-80c9-d34c25ec8366,,Stephen G.,MacDonell,true,Author
64c83607-c69d-4e9a-80c9-d34c25ec8366,,Regina,Hebig,true,Author
4c37f65c-b8d0-46ec-9507-a1cc5ac0e40d,,Marco,Kuhrmann,true,Author
4c37f65c-b8d0-46ec-9507-a1cc5ac0e40d,,P.,Diebold,true,Author
4c37f65c-b8d0-46ec-9507-a1cc5ac0e40d,,J.,Munch,true,Author
4c37f65c-b8d0-46ec-9507-a1cc5ac0e40d,2b8ff3a4-e9b0-403d-8bd8-1bf26121c234,P.,Tell,false,Author
4c37f65c-b8d0-46ec-9507-a1cc5ac0e40d,,K.,Trektere,true,Author
4c37f65c-b8d0-46ec-9507-a1cc5ac0e40d,,F.,McCaffery,true,Author
4c37f65c-b8d0-46ec-9507-a1cc5ac0e40d,,V.,Garousi,true,Author
4c37f65c-b8d0-46ec-9507-a1cc5ac0e40d,,M.,Felderer,true,Author
4c37f65c-b8d0-46ec-9507-a1cc5ac0e40d,,O.,Linssen,true,Author
4c37f65c-b8d0-46ec-9507-a1cc5ac0e40d,,E.,Hanser,true,Author
4c37f65c-b8d0-46ec-9507-a1cc5ac0e40d,,C. R.,Prause,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Marco,Kuhrmann,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,2b8ff3a4-e9b0-403d-8bd8-1bf26121c234,Paolo,Tell,false,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Regina,Hebig,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Jil Ann-Christin,Klunder,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Jurgen,Munch,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Oliver,Linssen,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Dietmar,Pfahl,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Michael,Felderer,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Christian,Prause,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Joyce,Nakatumba-Nabende,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,David,Raffo,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Sarah,Beecham,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Eray,Tuzun,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Gustavo,Lopez,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Nicolas,Paez,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Diego,Fontdevila,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Sherlock,Licorish,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Steffen,Kupper,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Guenther,Ruhe,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Eric,Knauss,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Ozden,Ozcan-Top,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Paul,Clarke,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Fergal Hugh,Mc Caffery,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Marcela,Genero,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Aurora,Vizcaino,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Mario,Piattini,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Marcos,Kalinowski,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Tayana,Conte,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Rafael,Prikladnicki,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Stephan,Krusche,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Ahmet,Coskuncay,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Ezequiel,Scott,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Fabio,Calefato,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Svetlana,Pimonova,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Rolf-Helge,Pfeiffer,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Ulrik,Pagh Schultz,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Rogardt,Heldal,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Masud,Fazal-Baqaie,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Craig,Anslow,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Maleknaz,Nayebi,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Kurt,Schneider,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Stefan,Sauer,true,Author
df83e492-acad-48ce-80a1-dc67c532b229,,Dietmar,Winkler,true,Author
