id,period,title
0,Spring 2026,AI Processes
1,Spring 2014,AI Processes
2,Spring 2025,AI Robotics
3,Spring 2014,AI Robotics
4,Spring 2014,AI Robotics
5,Autumn 2026,AI Security
6,Spring 2024,AI i organisationer
7,Spring 2014,AI i organisationer
8,Spring 2014,AI i organisationer
9,Spring 2014,AI i organisationer
10,Spring 2014,AI i organisationer
11,Spring 2014,AI i organisationer
12,Autumn 2024,AI security: Principles - Practices and Policies - BSc
13,Autumn 2024,AI security: Principles - Practices and Policies - MSc
14,Autumn 2025,AI-integration i praksis: ledelse og metode
15,Spring 2014,AI-integration i praksis: ledelse og metode
16,Spring 2014,Academic Work and Communication
17,Spring 2014,Adv. Data Science Specialization Project for K-CS (KSADSSP1PE)
18,Autumn 2019,Advanced Algorithms
19,Autumn 2021,Advanced Algorithms
20,Autumn 2021,Advanced Algorithms
21,Autumn 2021,Advanced Algorithms
22,Autumn 2021,Advanced Algorithms
23,Autumn 2021,Advanced Algorithms
24,Autumn 2021,Advanced Algorithms
25,Autumn 2021,Advanced Algorithms
26,Autumn 2021,Advanced Algorithms
27,Autumn 2021,Advanced Algorithms Seminar
28,Autumn 2021,Advanced Algorithms Seminar
29,Autumn 2021,Advanced Algorithms Seminar
30,Autumn 2023,Advanced Applied Statistics
31,Autumn 2021,Advanced Applied Statistics
32,Autumn 2021,Advanced Applied Statistics
33,Autumn 2021,Advanced Applied Statistics
34,Spring 2021,Advanced Applied Statistics and Multivariate Calculus
35,Autumn 2021,Advanced Applied Statistics and Multivariate Calculus
36,Autumn 2021,Advanced Applied Statistics and Multivariate Calculus
37,Autumn 2021,Advanced Applied Statistics and Multivariate Calculus
38,Autumn 2019,Advanced Data Systems
39,Autumn 2021,Advanced Data Systems
40,Autumn 2021,Advanced Data Systems
41,Autumn 2021,Advanced Data Systems
42,Autumn 2021,Advanced Data Systems
43,Autumn 2021,Advanced Data Systems
44,Autumn 2021,Advanced Data Systems
45,Autumn 2026,Advanced Game Studio
46,Autumn 2021,Advanced Graphic Design
47,Autumn 2019,Advanced Machine Learning
48,Autumn 2025,Advanced Machine Learning for Computer Vision
49,Spring 2022,Advanced Machine Learning for Data Science
50,Autumn 2022,Advanced Network Science
51,Spring 2026,Advanced Programming in Rust
52,Autumn 2019,Advanced Programming - MSc CS
53,Spring 2017,Advanced Programming - MSc CS
54,Spring 2017,Advanced Programming - MSc CS
55,Spring 2017,Advanced Programming - MSc CS
56,Spring 2017,Advanced Programming - MSc CS
57,Spring 2017,Advanced Programming - MSc CS
58,Spring 2017,Advanced Programming - MSc CS
59,Spring 2017,Advanced Programming - MSc CS
60,Autumn 2019,Advanced Programming - Master (Professional education)
61,Spring 2017,Advanced Programming - Master (Professional education) (Autumn 2018) - MERGED with KSADPRO2KU
62,Spring 2017,Advanced Programming - Master (Professional education)
63,Spring 2017,Advanced Programming - Master (Professional education)
64,Autumn 2019,Advanced Robotics
65,Spring 2017,Advanced Robotics
66,Spring 2017,Advanced Robotics
67,Spring 2017,Advanced Robotics
68,Spring 2017,Advanced Robotics
69,Spring 2017,Advanced Robotics
70,Spring 2017,Advanced Robotics
71,Autumn 2019,Advanced Security
72,Spring 2017,Advanced Security
73,Spring 2017,Advanced Security
74,Spring 2017,Advanced Security
75,Spring 2017,Advanced Security
76,Spring 2017,Advanced Security
77,Spring 2017,Advanced Security
78,Autumn 2019,Advanced Service Design
79,Autumn 2019,Advanced Software Analysis
80,Autumn 2019,Advanced Software Analysis
81,Autumn 2019,Advanced Software Analysis
82,Autumn 2019,Advanced Software Analysis
83,Autumn 2019,Advanced Software Analysis
84,Autumn 2019,Advanced Software Analysis
85,Autumn 2019,Advanced Software Analysis
86,Autumn 2019,Advanced Software Engineering
87,Autumn 2019,Advanced Software Engineering
88,Autumn 2019,Advanced Software Engineering
89,Autumn 2019,Advanced Software Engineering - BSc
90,Autumn 2019,Advanced Software Engineering - MSc
91,Autumn 2019,Advanced Software Engineering - Master (Professional education)
92,Autumn 2019,Advanced Software Engineering - Master (Professional education)
93,Autumn 2019,Advanced Software Engineering - Master (Professional education)
94,Autumn 2019,Advanced Topics in Game Studies
95,Autumn 2025,Advanced Topics in Robotics
96,Autumn 2018,Advanced Topics in Robotics
97,Autumn 2021,Affect and Soma in Design
98,Autumn 2018,Akademisk arbejde og formidling
99,Autumn 2018,Akademisk arbejde og formidling
100,Autumn 2018,Akademisk arbejde og formidling
101,Autumn 2018,Akademisk arbejde og formidling
102,Autumn 2018,Algorithm Design
103,Autumn 2018,Algorithm Design
104,Autumn 2018,Algorithm Design
105,Autumn 2018,Algorithm Design - CS/SDT
106,Autumn 2018,Algorithm Design I
107,Autumn 2018,Algorithm Design I
108,Autumn 2018,Algorithm Design II
109,Autumn 2018,Algorithm Design II
110,Autumn 2018,Algorithm Design Project
111,Autumn 2018,Algorithm Design Project
112,Autumn 2018,Algorithm Design Project
113,Autumn 2019,Algorithm Design - MSc CS
114,Autumn 2018,Algorithm Design - MSc CS (Autumn 2018) - MERGED with 1012002U
115,Autumn 2018,Algorithm Design - MSc CS
116,Autumn 2018,Algorithm Design - MSc CS
117,Autumn 2018,Algorithm Design - MSc CS
118,Autumn 2018,Algorithm Design - MSc CS
119,Autumn 2018,Algorithm Design - MSc CS
120,Autumn 2018,Algorithm Design - MSc CS
121,Autumn 2018,Algorithm Design - MSc CS
122,Spring 2022,Algorithmic Fairness - Accountability and Ethics
123,Spring 2023,Algorithmic Problem Solving - BSc
124,Spring 2022,Algorithmic Problem Solving - BSc
125,Spring 2022,Algorithmic Problem Solving - BSc
126,Spring 2022,Algorithmic Problem Solving - BSc
127,Spring 2022,Algorithmic Problem Solving - BSc
128,Spring 2023,Algorithmic Problem Solving - MSc
129,Spring 2022,Algorithmic Problem Solving - MSc
130,Spring 2022,Algorithmic Problem Solving - MSc
131,Spring 2022,Algorithmic Problem Solving - MSc
132,Spring 2022,Algorithmic Problem Solving - MSc
133,Spring 2020,Algorithms and Data Structures
134,Spring 2022,Algorithms and Data Structures
135,Spring 2022,Algorithms and Data Structures
136,Spring 2022,Algorithms and Data Structures
137,Spring 2022,Algorithms and Data Structures
138,Spring 2022,Algorithms and Data Structures
139,Spring 2022,Algorithms and Data Structures (Spring 2019) - MERGED with KSALDAS1KU
140,Spring 2022,Algorithms and Data Structures
141,Spring 2022,Algorithms and Data Structures
142,Spring 2022,Algorithms and Data Structures
143,Spring 2022,Algorithms and Data Structures
144,Spring 2022,Algorithms and Data Structures
145,Spring 2022,Algorithms and Data Structures
146,Spring 2022,Algorithms and Data Structures
147,Spring 2022,Algorithms and Data Structures - SWU - DS - SDT
148,Spring 2020,Algorithms and Data Structures SWU
149,Spring 2022,Algorithms and Data Structures SWU
150,Spring 2020,Algorithms and Data Structures - BSc (Summer University)
151,Spring 2021,Algorithms and Data Structures - BSc (Summer University)
152,Spring 2021,Algorithms and Data Structures - BSc (Summer University)
153,Spring 2021,Algorithms and Data Structures - BSc (Summer University)
154,Spring 2021,Algorithms and Data Structures - BSc (Summer University)
155,Spring 2021,Algorithms and Data Structures - MSc
156,Spring 2021,Algorithms and Data Structures - MSc
157,Spring 2021,Algorithms and Data Structures - MSc
158,Spring 2021,Algorithms and Data Structures - MSc
159,Spring 2021,Algorithms and Data Structures - MSc
160,Spring 2021,Algorithms and Data Structures - MSc
161,Spring 2020,Algorithms and Data Structures - MSc (Summer University)
162,Spring 2021,Algorithms and Data Structures - MSc (Summer University)
163,Spring 2021,Algorithms and Data Structures - MSc (Summer University)
164,Spring 2021,Algorithms and Data Structures - MSc (Summer University)
165,Spring 2021,Algorithms and Data Structures - MSc (Summer University)
166,Spring 2021,Algorithms and Data Structures - MSc  - B-DS and B-SWU
167,Autumn 2022,Algorithms for Game Development
168,Spring 2021,Algorithms for Game Development
169,Spring 2021,Algorithms for Games Development
170,Spring 2021,Algorithms for Games Development
171,Spring 2020,Algorithms in Games
172,Spring 2021,Algorithms in Games
173,Spring 2021,Algoritmer og Datastrukturer - Extraordinary exam
174,Spring 2022,Algoritmer og datastrukturer SWU
175,Spring 2021,Algoritmer og datastrukturer SWU
176,Spring 2021,Algoritmer og datastrukturer SWU
177,Spring 2021,Algoritmer og datastrukturer SWU
178,Autumn 2019,Analysis - Design and Software Architecture
179,Spring 2025,Analysis - Design and Software Architecture
180,Spring 2025,Analysis - Design and Software Architecture
181,Spring 2025,Analysis - Design and Software Architecture
182,Spring 2025,Analysis - Design and Software Architecture
183,Spring 2025,Analysis - Design and Software Architecture
184,Spring 2025,Analysis - Design and Software Architecture
185,Spring 2025,Analysis - Design and Software Architecture
186,Spring 2025,Analysis - Design and Software Architecture
187,Spring 2025,Analysis - Design and Software Architecture
188,Spring 2025,Analysis - Design and Software Architecture
189,Spring 2025,Analysis - Design and Software Architecture
190,Spring 2025,Analysis - Design and Software Architecture
191,Spring 2025,Analysis - Design and Software Architecture
192,Spring 2025,Android Development - DIT
193,Spring 2025,Anskaffelse og kravspecifikation
194,Spring 2025,Anskaffelse og kravspecifikation
195,Spring 2025,Anskaffelse og kravspecifikation
196,Spring 2025,Anskaffelse og kravspecifikation
197,Spring 2025,Anskaffelse og kravspecifikation - Master
198,Autumn 2019,Applied Algorithms
199,Spring 2025,Applied Algorithms
200,Spring 2025,Applied Algorithms
201,Spring 2025,Applied Algorithms
202,Spring 2025,Applied Algorithms
203,Spring 2025,Applied Algorithms
204,Spring 2025,Applied Algorithms
205,Spring 2025,Applied Algorithms
206,Spring 2025,Applied Algorithms
207,Spring 2025,Applied Algorithms
208,Spring 2025,Applied Algorithms
209,Spring 2021,Applied Artificial Intelligence (Summer University)
210,Spring 2021,Applied Artificial Intelligence (Summer University)
211,Spring 2021,Applied Artificial Intelligence (Summer University)
212,Spring 2021,Applied Artificial Intelligence (Summer University)
213,Spring 2021,Applied Artificial Intelligence (Summer University)
214,Spring 2021,Applied Artificial Intelligence (Summer University)
215,Spring 2021,Applied Artificial Intelligence - Extraordinary exam
216,Spring 2021,Applied Information Security
217,Spring 2020,Applied Information Security (Summer University)
218,Spring 2021,Applied Information Security (Summer University)
219,Spring 2021,Applied Information Security (Summer University)
220,Spring 2021,Applied Information Security (Summer University)
221,Spring 2021,Applied Information Security (Summer University)
222,Spring 2021,Applied Statistics
223,Spring 2021,Applied Statistics
224,Spring 2021,Applied Statistics
225,Spring 2021,Applied Statistics
226,Spring 2021,Applied Statistics
227,Spring 2021,Applied Statistics
228,Spring 2021,Applied Statistics - Extraordinary exam
229,Spring 2021,Applied information Security
230,Autumn 2026,Artificial Intelligence for Designers
231,Autumn 2024,Artificial Intelligence for Games and Simulations
232,Autumn 2020,Artificial Intelligence for Games and Simulations
233,Autumn 2020,Artificial Intelligence for Games and Simulations
234,Autumn 2020,Artificial Life & Evolutionary Robotics: Theory - Methods and Art
235,Autumn 2020,Artificial Life & Evolutionary Robotics: Theory - Methods and Art
236,Autumn 2020,Artificial Life & Evolutionary Robotics: Theory - Methods and Art
237,Autumn 2020,Artificial Life & Evolutionary Robotics: Theory - Methods and Art
238,Autumn 2020,Artificial Life & Evolutionary Robotics: Theory - Methods and Art
239,Autumn 2020,Automated Software Analysis
240,Autumn 2020,Automated Software Analysis
241,Autumn 2020,Automated Software Analysis
242,Autumn 2020,Automated Software Analysis
243,Autumn 2019,Avancerede designprocesser
244,Autumn 2020,Avancerede designprocesser
245,Autumn 2020,Avancerede designprocesser
246,Autumn 2020,Avancerede designprocesser
247,Autumn 2020,Avancerede designprocesser
248,Autumn 2020,Avancerede designprocesser
249,Autumn 2020,Avancerede designprocesser
250,Autumn 2020,Avancerede designprocesser
251,Autumn 2020,Avancerede designprocesser
252,Autumn 2020,Avanceret projektledelse
253,Autumn 2020,B-DS Choice of track
254,Autumn 2020,B-DS Choice of track
255,Autumn 2020,B-DS Choice of track
256,Autumn 2020,B-DS Choice of track
257,Autumn 2020,B-DS Choice of track
258,Autumn 2020,B19 IT-Strategy
259,Autumn 2020,B19 IT-Strategy
260,Autumn 2020,B30 Enterprise Strategy - Business and Technology
261,Autumn 2020,B31 The Internet as A Battlefield - Competing With Digital Goods and Services
262,Autumn 2020,B31 The Internet as A Battlefield - Competing With Digital Goods and Services
263,Autumn 2019,Big Data Management (Technical)
264,Autumn 2013,Big Data Management (Technical)
265,Autumn 2013,Big Data Management (Technical)
266,Autumn 2013,Big Data Management (Technical)
267,Autumn 2013,Big Data Management (Technical)
268,Autumn 2013,Big Data Management (Technical)
269,Autumn 2013,Big Data Management (Technical)
270,Autumn 2013,Big Data Management (Technical)
271,Autumn 2013,Big Data Management (Technical)
272,Autumn 2013,Big Data Management (Technical)
273,Autumn 2013,Big Data Management (Technical)
274,Autumn 2013,Big Data Management (Technical)
275,Autumn 2019,Blockchain Economics
276,Spring 2015,Blockchain Economics
277,Spring 2015,Blockchain Economics
278,Spring 2015,Blockchain Economics
279,Spring 2015,Blockchain Economics
280,Spring 2015,Blockchain Economics
281,Spring 2015,Blockchain Economics
282,Spring 2015,Blockchain Economics
283,Spring 2015,BootIT August 2023 - BSWU
284,Spring 2015,BootIT August 2023 - KSD
285,Spring 2015,BootIT August 2024 - BSWU
286,Spring 2015,BootIT August 2024 - KSD
287,Spring 2015,BootIT August 2025 - BSWU
288,Spring 2015,BootIT August 2025 - KSD
289,Autumn 2019,Brugere i kontekst
290,Spring 2015,Brugere i kontekst (Autumn 2018) - MERGED with KABRKON1KU-2
291,Spring 2015,Brugere i kontekst
292,Spring 2015,Brugere i kontekst
293,Spring 2015,Brugere i kontekst - MSc 1+2
294,Spring 2015,Brugerpraksis i netværk
295,Spring 2015,Brugerpraksis i netværk
296,Autumn 2019,Business Foundations
297,Spring 2026,Business Process Improvement & Automation
298,Spring 2023,Business Process Modelling and Automation
299,Spring 2018,Business Process Modelling and Automation
300,Spring 2018,Business Process Modelling and Automation
301,Spring 2018,Business Process Modelling and Automation
302,Spring 2018,Business Process Modelling and Automation
303,Spring 2018,Business Processes and Organisation
304,Spring 2018,Business Processes and Organisation
305,Spring 2018,Business Processes and Organisation with Project
306,Spring 2018,Business Processes and Organisation with Project
307,Spring 2018,Business and Management
308,Spring 2018,Business and Management
309,Spring 2018,Business and Management Foundations
310,Spring 2018,Business and Management Foundations
311,Spring 2018,Business and Management Foundations
312,Spring 2018,Business and Management Foundations
313,Spring 2018,Business and Management Foundations
314,Spring 2018,Business and Management Foundations
315,Spring 2018,Business and Management Foundations
316,Spring 2018,Business and Management Foundations
317,Spring 2018,Business and Management Foundations
318,Spring 2018,Business and Management Foundations
319,Spring 2021,Business and Startup Foundations (Summer University)
320,Spring 2018,Business and Startup Foundations (Summer University)
321,Spring 2018,Business and Startup Foundations (Summer University)
322,Spring 2018,Business and Startup Foundations (Summer University)
323,Spring 2018,Business and Startup Foundations (Summer University)
324,Spring 2020,Bæredygtige fremtider
325,Spring 2018,Bæredygtige fremtider
326,Spring 2018,Bæredygtige fremtider
327,Spring 2018,Bæredygtige fremtider
328,Spring 2018,Bæredygtige fremtider
329,Spring 2018,Bæredygtige fremtider
330,Spring 2021,Bæredygtigt iværksætteri
331,Spring 2018,Bæredygtigt iværksætteri
332,Spring 2018,Bæredygtigt iværksætteri
333,Spring 2023,CHBV - test af kursusevaluering i F23
334,Spring 2018,CHBV - test af kursusevaluering i F23
335,Spring 2018,Change Management
336,Spring 2018,Change Management
337,Spring 2018,Christians test environment
338,Autumn 2026,Computational Cognitive Modelling
339,Autumn 2019,Computational Literacies
340,Autumn 2026,Connected Interactivity
341,Spring 2025,Creative Data Visualisation
342,Spring 2023,Creative Data Visualisation (Summer University)
343,Spring 2025,Creative Programming
344,Autumn 2016,Creative Programming
345,Autumn 2016,Creative Programming
346,Autumn 2016,Critical Big Data Management
347,Autumn 2016,Critical Big Data Management
348,Autumn 2016,Critical Big Data Management with Specialisation Project
349,Autumn 2019,Critical Big Data Management: Second Part of Specialisation
350,Autumn 2016,Critical Big Data Management: Second Part of Specialisation
351,Autumn 2016,Critical Big Data Management: Second Part of Specialisation
352,Autumn 2016,Critical Big Data Management: Second Part of Specialisation
353,Autumn 2016,Critical Big Data Management: Second Part of Specialisation
354,Autumn 2016,Critical Big Data Management: Second Part of Specialisation
355,Autumn 2016,Critical Big Data Management: Second Part of Specialisation
356,Autumn 2016,Critical Big Data Management: Second Part of Specialisation
357,Spring 2026,Critical Computing
358,Autumn 2016,Critical Computing
359,Spring 2026,Critical Data & Ethics
360,Autumn 2016,Critical Data & Ethics
361,Spring 2022,Critical Data Analysis
362,Autumn 2016,Critical Data Analysis
363,Autumn 2016,Critical Systems Project
364,Autumn 2016,Critical Systems Project
365,Autumn 2016,Critical Systems Seminar
366,Autumn 2016,Critical Systems Seminar
367,Autumn 2016,Critical Systems and Security Project
368,Autumn 2016,Critical Systems and Security Seminar
369,Autumn 2019,Cross Disciplinary Team Work
370,Autumn 2016,Cross Disciplinary Team Work
371,Autumn 2016,Cross Disciplinary Team Work
372,Autumn 2016,Cross Disciplinary Team Work
373,Autumn 2016,Cross-Disciplinary Team Work
374,Autumn 2016,Cross-Disciplinary Team Work
375,Spring 2020,Cryptographic Computation and Blockchain - BSc
376,Spring 2022,Cryptographic Computation and Blockchain - BSc
377,Spring 2022,Cryptographic Computation and Blockchain - BSc
378,Spring 2022,Cryptographic Computation and Blockchain - BSc
379,Spring 2022,Cryptographic Computation and Blockchain - BSc
380,Spring 2022,Cryptographic Computation and Blockchain - BSc
381,Spring 2022,Cryptographic Computation and Blockchain - BSc
382,Spring 2020,Cryptographic Computation and Blockchain - MSc
383,Spring 2022,Cryptographic Computation and Blockchain - MSc
384,Spring 2022,Cryptographic Computation and Blockchain - MSc
385,Spring 2022,Cryptographic Computation and Blockchain - MSc
386,Spring 2022,Cryptographic Computation and Blockchain - MSc
387,Spring 2022,Cryptographic Computation and Blockchain - MSc
388,Spring 2022,Cryptography
389,Spring 2022,Cryptography
390,Spring 2022,Cryptography
391,Spring 2022,Cryptography
392,Spring 2022,Cryptography - Extraordinary exam
393,Autumn 2026,Cybersecurity and Risk Management
394,Autumn 2019,DADIU Curriculum
395,Spring 2022,DADIU Curriculum
396,Spring 2022,DADIU Curriculum
397,Spring 2022,DADIU Curriculum
398,Spring 2022,DADIU Curriculum
399,Spring 2022,DADIU Curriculum
400,Spring 2022,DADIU Curriculum
401,Spring 2022,DADIU Curriculum
402,Spring 2022,DADIU Curriculum
403,Autumn 2019,DADIU Project
404,Autumn 2020,DADIU Project
405,Autumn 2020,DADIU Project
406,Autumn 2020,DADIU Project
407,Autumn 2020,DADIU Project
408,Autumn 2020,DADIU Project
409,Autumn 2020,DADIU Project
410,Autumn 2020,DADIU Project
411,Autumn 2020,DADIU Project
412,Autumn 2020,DADIU Project
413,Autumn 2020,DADIU Project
414,Autumn 2020,DD Thesis Supervisors Database
415,Autumn 2020,DDK Thesis Supervisors
416,Autumn 2020,DELETED Bæredygtige fremtider
417,Autumn 2020,DEMO - Philosophy of Science
418,Autumn 2020,DIM Thesis Prep
419,Autumn 2020,DMD bachelorprojekt E19/F20
420,Autumn 2020,DMD bachelorprojekt seminar E17
421,Autumn 2020,DS Bachelor Project (Autumn 2019-spring 2020)
422,Autumn 2020,DS Bachelor Project (Autumn 2020-spring 2021
423,Autumn 2020,DS Livecoding
424,Autumn 2020,DS Studylab 1. semester
425,Autumn 2020,Data Design
426,Autumn 2020,Data Design
427,Autumn 2020,Data Design
428,Autumn 2020,Data Design
429,Spring 2020,Data Intelligence
430,Autumn 2019,Data Management
431,Spring 2020,Data Management
432,Spring 2020,Data Management
433,Spring 2020,Data Management
434,Spring 2020,Data Mining
435,Spring 2020,Data Mining
436,Spring 2020,Data Mining
437,Spring 2020,Data Mining
438,Spring 2020,Data Mining
439,Spring 2020,Data Mining
440,Spring 2020,Data Mining
441,Spring 2020,Data Mining (KSDAMIN1KU) - Extraordinary exam
442,Spring 2020,Data Mining
443,Spring 2020,Data Mining
444,Spring 2020,Data Mining
445,Spring 2020,Data Mining
446,Spring 2020,Data Mining
447,Spring 2020,Data Mining (Spring 2019) - MERGED with KGDASCG1KU
448,Spring 2020,Data Mining
449,Spring 2020,Data Mining
450,Autumn 2026,Data Mining and Machine Learning
451,Spring 2020,Data Protection at ITU (GDPR)
452,Spring 2020,Data Protection at ITU (GDPR) - Showcase
453,Spring 2020,Data Protection at ITU (GDPR) / Before Summer 2022
454,Spring 2020,Data Science in Games
455,Spring 2020,Data Science in Games and Data Mining
456,Spring 2022,Data Science in Production
457,Spring 2025,Data Science in Production
458,Spring 2025,Data Science in Production
459,Spring 2025,Data Science in Production
460,Spring 2025,Data Science in Production
461,Spring 2025,Data Science in Production
462,Spring 2026,Data Science in Production: Information Retrieval and RecSys
463,Spring 2025,Data Science in Production: Information Retrieval and RecSys
464,Autumn 2025,Data Science in Production: MLOps and Software Engineering
465,Spring 2025,Data Science in Production: MLOps and Software Engineering
466,Autumn 2019,Data Science in Research - Business and Society
467,Spring 2025,Data Science in Research - Business and Society
468,Spring 2025,Data Science in Research - Business and Society
469,Spring 2025,Data Science in Research - Business and Society
470,Spring 2025,Data Science in Research - Business and Society
471,Spring 2025,Data Science in Research - Business and Society
472,Spring 2025,Data Science in Research - Business and Society
473,Spring 2025,Data Science in Research - Business and Society
474,Spring 2025,Data Science in Research - Business and Society
475,Spring 2025,Data Science in Research - Business and Society - Extraordinary exam ( Spring 2023)
476,Spring 2023,Data Visualisation Design
477,Spring 2025,Data Visualisation Design
478,Spring 2025,Data Visualisation Design
479,Spring 2025,Data Visualisation and Data-driven Decision Making
480,Spring 2025,Data Visualisation and Data-driven Decision Making
481,Spring 2025,Data Visualisation and Data-driven Decision Making
482,Spring 2025,Data Visualisation and Data-driven Decision Making
483,Spring 2025,Data Visualisation and Data-driven Decision Making
484,Spring 2025,Data Visualisation and Data-driven Decision Making
485,Spring 2025,Data Visualisation and Data-driven Decision Making
486,Spring 2025,Data Visualisation and Data-driven Decision Making
487,Autumn 2022,Data in Design
488,Spring 2025,Data in Design
489,Autumn 2021,Data in the Wild: Wrangling and Visualising Data
490,Autumn 2023,Data in the Wild: Wrangling and Visualising Data
491,Autumn 2023,Data in the Wild: Wrangling and Visualising Data
492,Autumn 2023,Data in the Wild: Wrangling and Visualising Data
493,Autumn 2023,Data in the Wild: Wrangling and Visualising Data
494,Autumn 2023,Data in the Wild: Wrangling and Visualising Data
495,Autumn 2022,Data - Automation and Social Justice
496,Autumn 2023,Data - Automation and Social Justice
497,Autumn 2023,Data - Automation and Social Justice
498,Autumn 2023,Data - Automation and Social Justice
499,Autumn 2023,Data - Automation and Social Justice
500,Autumn 2023,Data-Driven Design & Development
501,Autumn 2023,Data-Driven Design & Development
502,Autumn 2023,Data-Driven Design & Development
503,Autumn 2023,Data-Driven Design & Development
504,Autumn 2023,Data-Driven Design & Development
505,Autumn 2023,Data-Driven Design & Development
506,Autumn 2023,Data-Driven Design & Development
507,Autumn 2023,Data-Driven Design & Development
508,Autumn 2025,Data-Driven Security
509,Autumn 2023,Data-Driven Security
510,Autumn 2023,Data: Law and Ethics
511,Autumn 2023,Data: Law and Ethics
512,Autumn 2023,Data: Law and Ethics
513,Autumn 2023,Data: Law and Ethics
514,Spring 2025,Database and Information Systems Foundations
515,Spring 2025,Datafication & Representation
516,Autumn 2022,Deep Learning for Games and Simulations
517,Autumn 2021,Design af brugerengagement
518,Programme Access course Demo Course 2016 Demo course for intranet Semester,Design af brugerengagement
519,Spring 2021,Design af bæredygtige fremtider
520,Programme Access course Demo Course 2016 Demo course for intranet Semester,Design af bæredygtige fremtider
521,Programme Access course Demo Course 2016 Demo course for intranet Semester,Design af bæredygtige fremtider
522,Programme Access course Demo Course 2016 Demo course for intranet Semester,Design af bæredygtige fremtider
523,Programme Access course Demo Course 2016 Demo course for intranet Semester,Design af bæredygtige fremtider
524,Programme Access course Demo Course 2016 Demo course for intranet Semester,Design af bæredygtige fremtider
525,Programme Access course Demo Course 2016 Demo course for intranet Semester,Design af bæredygtige fremtider
526,Programme Access course Demo Course 2016 Demo course for intranet Semester,Design for Digital Communication Platforms
527,Programme Access course Demo Course 2016 Demo course for intranet Semester,Design for Digital Communication Platforms
528,Programme Access course Demo Course 2016 Demo course for intranet Semester,Design for Digital Communication Platforms
529,Programme Access course Demo Course 2016 Demo course for intranet Semester,Design for Digital Communication Platforms
530,Programme Access course Demo Course 2016 Demo course for intranet Semester,Design for Digital Communication Platforms I
531,Programme Access course Demo Course 2016 Demo course for intranet Semester,Design for Digital Communication Platforms II
532,Autumn 2026,Design og deltagelse
533,Autumn 2019,Design og udvikling af netværkskulturer
534,Programme Access course Demo Course 2016 Demo course for intranet Semester,Design og udvikling af netværkskulturer
535,Programme Access course Demo Course 2016 Demo course for intranet Semester,Design og udvikling af netværkskulturer
536,Programme Access course Demo Course 2016 Demo course for intranet Semester,Design til Målgrupper - DIT
537,Programme Access course Demo Course 2016 Demo course for intranet Semester,Design til digitale kommunikationsplatforme
538,Programme Access course Demo Course 2016 Demo course for intranet Semester,Design til digitale kommunikationsplatforme I
539,Programme Access course Demo Course 2016 Demo course for intranet Semester,Design til digitale kommunikationsplatforme II
540,Programme Access course Demo Course 2016 Demo course for intranet Semester,Design til målgrupper - kvalitative og kvantitative metoder
541,Programme Access course Demo Course 2016 Demo course for intranet Semester,Design til målgrupper - kvalitative og kvantitative metoder
542,Programme Access course Demo Course 2016 Demo course for intranet Semester,Design til målgrupper - kvalitative og kvantitative metoder
543,Programme Access course Demo Course 2016 Demo course for intranet Semester,Design til målgrupper - kvalitative og kvantitative metoder - DIT
544,Programme Access course Demo Course 2016 Demo course for intranet Semester,Design - Regulation - Business and Social Context
545,Programme Access course Demo Course 2016 Demo course for intranet Semester,Design - Regulation - Business and Social Context
546,Programme Access course Demo Course 2016 Demo course for intranet Semester,Designdrevet innovation
547,Programme Access course Demo Course 2016 Demo course for intranet Semester,Designdrevet innovation
548,Autumn 2021,Designing Aesthetic User Experiences
549,Spring 2021,Designing Aesthetic User Experiences
550,Spring 2021,Designing Aesthetic User Experiences
551,Spring 2021,Designing Aesthetic User Experiences
552,Spring 2021,Designing Aesthetic User Experiences
553,Spring 2021,Designing Aesthetic User Experiences
554,Spring 2021,Designing Digital Play
555,Spring 2021,Designing Digital Play
556,Spring 2021,Designing Digital Play
557,Spring 2021,Designing Digital Play
558,Spring 2021,Designing Digital Play
559,Spring 2021,Designing Digital Play
560,Spring 2021,Designing Digital Play
561,Spring 2021,Designing Digital Play
562,Spring 2021,Designing Digital Play
563,Spring 2021,Designing Digital Play
564,Spring 2021,Designing Digital Play
565,Spring 2021,Designing Digital Play
566,Spring 2021,Designing Interactions
567,Spring 2021,Designing Interactions
568,Spring 2021,Designing Interactions
569,Spring 2021,Designing Interactions
570,Spring 2021,Designing Interactions
571,Spring 2021,Designing Interactions
572,Spring 2021,Designing Interactions
573,Spring 2021,Designing Interactive Artifacts (1. del af specialisering)
574,Spring 2021,Designing Interactive Artifacts
575,Spring 2021,Designing Interactive Artifacts
576,Spring 2021,Designing Interactive Artifacts
577,Spring 2020,Designing Sustainable Futures
578,Spring 2018,Designing Sustainable Futures
579,Spring 2020,DevOps - Software Evolution and Software Maintenance - BSc
580,Spring 2018,DevOps - Software Evolution and Software Maintenance - BSc
581,Spring 2018,DevOps - Software Evolution and Software Maintenance - BSc
582,Spring 2018,DevOps - Software Evolution and Software Maintenance - BSc
583,Spring 2018,DevOps - Software Evolution and Software Maintenance - BSc
584,Spring 2018,DevOps - Software Evolution and Software Maintenance - BSc
585,Spring 2018,DevOps - Software Evolution and Software Maintenance - BSc
586,Spring 2018,DevOps - Software Evolution and Software Maintenance - BSc
587,Spring 2020,DevOps - Software Evolution and Software Maintenance - MSc
588,Spring 2018,DevOps - Software Evolution and Software Maintenance - MSc
